,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars
957,Sr. Applied Data Scientist,100000-119999,data_scientist,"['Natural Language Processing', 'Machine Learning']",2,Wolters Kluwer,4
958,Data Scientist - IRES - Huntsville,100000-119999,data_scientist,"['Linux', 'Red Hat Enterprise Linux', 'CompTIA Security+', 'R', 'C/C++', 'SQL', 'JSON', 'MCSD', 'C#', 'Ruby', 'Kafka', 'Java', '.Net', 'Shell Scripting', 'Python', 'Elasticsearch']",16,Jacobs,4
959,"Data Scientist, Marketing - Ecommerce",100000-119999,data_scientist,"['Machine Learning', 'Python', 'SQL']",3,Harnham,5
960,Artificial Intelligence Research Scientist,100000-119999,data_scientist,"['Natural Language Processing', 'Data Mining', 'Machine Learning']",3,Accenture,4
961,Lead Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Statisical Analysis']",3,Alion Science and Technology,4
962,"Sr. Associate, NLP, Data Scientist",100000-119999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
963,Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Power BI', 'R', 'SAS', 'Oracle', 'JSON', 'SQL', 'Tableau', 'Java', 'Big Data', 'Natural Language Processing', 'Supervising Experience', 'MATLAB', 'OOP', 'Python']",16,Logistics Management Institute,4
964,Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Hive', 'Spark', 'Git', 'NoSQL', 'Hadoop', 'R', 'Python', 'SQL']",9,"Open Systems Technologies, Inc.",4
965,Postdoctoral Research Staff Member (Data Scientist),100000-119999,data_scientist,"['Machine Learning', 'Data Analysis', 'MATLAB', 'Python', 'C/C++', 'Fortran']",6,Lawrence Livermore National Laboratory,4
966,"Sr. Associate, Data Scientist",100000-119999,data_scientist,"['Linux', 'AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'Azure', 'Natural Language Processing', 'Spark', 'OOP', 'Python', 'AWS']",13,KPMG LLP,4
967,"Senior Data Scientist, Product Performance Analytics",100000-119999,data_scientist,"['R', 'SQL', 'Tableau', 'Python']",4,Wayfair,3
968,Content Marketer - Data Science and Machine Learning,100000-119999,data_scientist,"['Machine Learning', 'Microsoft Office']",2,IBM,4
969,Analytic Consultant 5 (Data Scientist) - Customer Analytics...,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Data Science', 'Python', 'Military Experience']",7,Wells Fargo,4
970,Analytic Consultant 5 (Data Scientist) - Customer Analytics...,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'SQL', 'Data Science', 'Python', 'Military Experience']",7,Wells Fargo,4
971,Lead Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'Microsoft Powerpoint', 'Microsoft Office']",3,Fifth Third Bank,4
972,"DATA SCIENTIST, MANAGER",100000-119999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'Project Management', 'R', 'SAS', 'SQL', 'Tableau', 'Python']",9,UTC,4
973,Sr Data Scientist - Advanced Technologies,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'Big Data', 'Node.js', 'NGINX', 'Kubernetes', 'Software Development', 'JavaScript', 'Kafka', 'CI/CD', 'Java', 'Cassandra', 'Spark', 'Git', 'Docker', 'NoSQL', 'Redis', 'Python', 'AWS']",19,Rockwell Collins,4
974,"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",7,Google,4
975,Machine Learning Scientist,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'Image Processing', 'Python', 'OOP', 'AWS']",6,System1 Biosciences,0
976,Manager - Cognitive Data Scientist Natural Language Processi...,100000-119999,data_scientist,"['AI', 'Machine Learning', 'Natural Language Processing']",3,KPMG LLP,4
977,Manager - Cognitive Data Scientist Natural Language Processi...,100000-119999,data_scientist,"['AI', 'Machine Learning', 'Natural Language Processing']",3,KPMG LLP,4
978,DATA SCIENTIST,100000-119999,data_scientist,"['Statistical Software', 'Hive', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'Hadoop', 'R', 'SDLC', 'SAS', 'Tableau', 'T-SQL', 'SPSS', 'Python', 'Data Science']",14,Lorven Technologies,0
979,Data Scientist / Machine Learning Developer,100000-119999,data_scientist,"['Embedded Software', 'Machine Learning', 'C/C++', 'C#', 'Data Mining', 'Marketing', '.Net', 'Python', 'Signal Processing']",9,Battelle,4
980,Data Scientist,100000-119999,data_scientist,"['Big Data', 'Data Mining', 'Hadoop', 'R', 'SAS', 'Python', 'Microsoft Office']",7,"eHire, LLC",0
981,"Sr. Associate, NLP, Data Scientist",100000-119999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Google Cloud Platform', 'Azure', 'Solr', 'SQL', 'Natural Language Processing', 'OOP', 'Threading', 'AI', 'Image Processing', 'Git', 'Python', 'Elasticsearch', 'AWS']",16,KPMG LLP,4
982,"Supply Chain Data Scientist, Senior",100000-119999,data_scientist,"['AI', 'Machine Learning', 'Lean Manufacturing', 'Tableau', 'Splunk', 'Natural Language Processing', 'Angular', 'Docker', 'Six Sigma Certification', 'Python']",10,Booz Allen Hamilton,4
983,Senior Data Scientist - (R&D),100000-119999,data_scientist,"['Statistical Software', 'AI', 'Machine Learning', 'R', 'SAS', 'Natural Language Processing', 'SPSS', 'Business Analysis', 'Python']",9,Highmark Health,3
984,"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",7,Google,4
985,"Research Scientist, Machine Learning and Intelligence",100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'Data Mining', 'Machine Learning', 'Image Processing', 'C/C++', 'Python']",7,Google,4
986,Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'Python', 'SQL']",5,1st Solution USA,0
987,Data Scientist,100000-119999,data_scientist,"['Hadoop', 'AWS']",2,Lorven Technologies,0
988,Senior Data Scientist - Product,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Project Management', 'R', 'Google Cloud Platform', 'Azure', 'SQL', 'Tableau', 'Python', 'Data Science', 'AWS']",11,Endurance International Group,4
989,Data Scientist active TS/SCI with Polygraph,100000-119999,data_scientist,"['STATA', 'TS/SCI Clearance', 'SPSS', 'R', 'Excel']",5,Logistics Management Institute,4
990,Research Scientist - Applied Machine Learning,100000-119999,data_scientist,,0,Facebook,0
991,"Associate Data Scientist, Premium Analytics",120000-139999,data_scientist,"['SPSS', 'Data Analysis', 'Hadoop', 'R', 'SAS', 'Python', 'SQL', 'Minitab']",8,Spotify,4
992,Data Scientist University Grad,120000-139999,data_scientist,"['Java', 'JavaScript', 'Linux', 'Hadoop', 'Network', 'Python', 'C/C++', 'SQL']",8,ViaSat,4
993,Data Scientist University Grad,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'R', 'Weka', 'Statisical Analysis', 'CI/CD', 'C/C++', 'Java', 'Software Development', 'MATLAB', 'Python']",11,ViaSat,4
994,"Data Scientist, Google Cloud, Revenue Acceleration",120000-139999,data_scientist,"['TensorFlow', 'Statistical Software', 'Machine Learning', 'Google Cloud Platform', 'R', 'SQL', 'MATLAB', 'Python']",8,Google,4
995,ASSOCIATE DATA SCIENTIST,120000-139999,data_scientist,"['Spark', 'Machine Learning', 'NoSQL', 'Hadoop', 'REST', 'Scripting', 'R', 'Python', 'SQL']",9,Foot Locker,4
996,Data Scientist,120000-139999,data_scientist,"['Java', 'R', 'Scala', 'Perl', 'CI/CD', 'Oracle', 'Python', 'Clojure', 'C/C++']",9,Ace Technologies,4
997,Data Scientist University Grad,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'R', 'Weka', 'Statisical Analysis', 'CI/CD', 'C/C++', 'Java', 'Software Development', 'MATLAB', 'Python']",11,ViaSat,4
998,Data Scientist - Quip,120000-139999,data_scientist,"['Business Intelligence', 'SQL']",2,Salesforce,4
999,Image Data Scientist,120000-139999,data_scientist,"['MATLAB', 'Image Processing']",2,Merck,4
1000,Data Scientist/Machine Learning Trainee,120000-139999,data_scientist,"['TensorFlow', 'Hive', 'Spark', 'Machine Learning', 'R', 'Python']",6,Norfolk Southern Corp,3
1001,Data Scientist,120000-139999,data_scientist,"['Pig', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Perl', 'SQL', 'Big Data', 'Spark', 'Data Analysis', 'Python']",12,Oath Inc,4
1002,Data Scientist - Risk,120000-139999,data_scientist,"['Big Data', 'Hive', 'Data Mining', 'Machine Learning', 'Python', 'SQL']",6,Eventbrite,4
1003,Data Scientist II,120000-139999,data_scientist,"['R', 'SAS', 'Python', 'Microsoft Office']",4,GM Financial,4
1004,Data Scientist,120000-139999,data_scientist,"['JavaScript', 'AI', 'Machine Learning', 'CSS', 'Python', 'HTML5']",6,Ace Technologies,4
1005,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Tableau', 'Splunk', 'Java', 'Docker', 'MATLAB', 'Python']",9,Booz Allen Hamilton,4
1006,Data Scientist 2,120000-139999,data_scientist,"['.Net', 'Java', 'C#', 'Data Warehouse', 'Scripting', 'Azure']",6,Beyondsoft Consulting,4
1007,Students Seeking Data Scientist Full Time Employment,120000-139999,data_scientist,"['TensorFlow', 'Linux', 'Machine Learning', 'Scala', 'R', 'C/C++', 'SQL', 'Java', 'NoSQL', 'Python', 'Data Science']",11,ExxonMobil,4
1008,"Data Scientist, Junior",120000-139999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'R', 'C/C++', 'Excel', 'Splunk', 'Big Data', 'STATA', 'Natural Language Processing', 'SPSS', 'MATLAB', 'Statistical Software', 'Data Mining', 'Scripting', 'Hadoop', 'SAS', 'HBase', 'Tableau', 'Microsoft Access']",20,Booz Allen Hamilton,4
1009,Data Scientist,120000-139999,data_scientist,"['Java', 'JavaScript', 'Statistical Software', 'Machine Learning', 'SPSS', 'Scala', 'R', 'MATLAB', 'SAS', 'Python']",10,Applause,4
1010,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'Kafka', 'R', 'Scala', 'SQL', 'Predictive Analytics', 'Martech', 'Spark', 'Python', 'Data Science']",11,Bertelsmann,0
1011,Data Scientist,120000-139999,data_scientist,"['Spark', 'Hadoop']",2,Arthur Lawrence,4
1012,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'Google Cloud Platform', 'R', 'Scala', 'MATLAB', 'Python']",7,Toptal,5
1013,"Data Scientist, Cash App",120000-139999,data_scientist,"['TensorFlow', 'Java', 'AI', 'MySQL', 'Machine Learning', 'Python', 'AWS', 'Tableau']",8,Square,4
1014,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'Scripting', 'R', 'SAS', 'CAD Software', 'C/C++', 'Big Data', 'Java', '.Net', 'MongoDB', 'Spark', 'C#', 'Python']",15,Trimble Inc.,4
1015,Data Scientist / ML Developer,120000-139999,data_scientist,"['Machine Learning', 'R', 'Oracle', 'SAS', 'Java', 'MATLAB']",6,Oracle,4
1016,Mass Spectrometry Data Scientist,120000-139999,data_scientist,,0,Genedata,0
1017,"Data Scientist, Seller",120000-139999,data_scientist,"['Linux', 'Machine Learning', 'Git', 'Software Development', 'Mac OS', 'Python', 'SQL']",7,Square,4
1018,New Graduate Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'R', 'Lean', 'SQL', 'Java', 'Big Data', 'Spark', 'Python', 'Signal Processing']",11,Xylem,4
1019,Sr. Data Scientist,120000-139999,data_scientist,"['Pig', 'TensorFlow', 'Hive', 'Machine Learning', 'R', 'Weka', 'SQL', 'PostgreSQL', 'MATLAB', 'Python', 'AWS']",11,Zumper,4
1020,"Data Scientist, Junior",120000-139999,data_scientist,"['Machine Learning', 'Scripting', 'Hadoop', 'Tableau', 'Splunk', 'Big Data', 'Design Experience', 'Docker', 'Python']",9,Booz Allen Hamilton,4
1021,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scripting', 'SAP', 'SQL', 'Big Data', 'Natural Language Processing', 'S3', 'Spark', 'Shell Scripting', 'Python', 'Elasticsearch']",14,Directly,5
1022,Data Scientist - Innovation Lab,120000-139999,data_scientist,"['Data Mining', 'Spark', 'Machine Learning', 'Python', 'SQL']",5,Citi,4
1023,Data Scientist,120000-139999,data_scientist,"['Hadoop', 'HTML5', 'Spark', 'LAMP Stack', 'NoSQL', 'REST', 'CSS']",7,Tradesy,4
1024,Senior Data Scientist,120000-139999,data_scientist,"['InVision', 'Quantitative Analysis', 'Design Experience', 'R', 'Python', 'SQL']",6,InVision Studio,0
1025,Data Scientist,120000-139999,data_scientist,"['Scripting', 'R', 'SAS', 'SQL', 'Big Data', 'Python', 'Data Science', 'AWS']",8,Time Warner,4
1026,"Data Scientist - Autonomous Buildings - Austin, TX",120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Big Data', 'Spark', 'MATLAB', 'Python']",7,Siemens,4
1027,"Data Scientist, Global Premium Services",120000-139999,data_scientist,"['Big Data', 'TensorFlow', 'Machine Learning', 'Marketing', 'R', 'Python', 'SQL']",7,Google,4
1028,"Senior Data Scientist, Sales",120000-139999,data_scientist,"['InVision', 'Design Experience', 'R', 'Python', 'SQL', 'Tableau']",6,InVision Studio,0
1029,Junior Data Scientist,120000-139999,data_scientist,"['Java', 'AI', 'Machine Learning']",3,Interactive Brokers,3
1030,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Data Analysis', 'R', 'SQL']",4,HealthGrades,3
1031,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Azure', 'Python', 'AWS']",5,Edison Energy,4
1032,Data Scientist,120000-139999,data_scientist,"['Natural Language Processing', 'Python']",2,Recorded Future,0
1033,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'TS/SCI Clearance', 'R', 'Statisical Analysis', 'Tableau', 'Splunk', 'Docker', 'MATLAB', 'Python']",9,Booz Allen Hamilton,4
1034,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Azure', 'C/C++', 'Natural Language Processing', 'MySQL', 'Jenkins', 'Data Mining', 'Time Management', 'Hadoop', 'SAS', 'CI/CD', 'Teradata', 'Java', 'Angular', 'Spark', 'Docker', 'NoSQL', 'Python', 'AWS']",20,Staples,4
1035,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'Kafka', 'R', 'Scala', 'SQL', 'Predictive Analytics', 'Martech', 'Spark', 'Python', 'Data Science']",11,SpotX,4
1036,Data Scientist,120000-139999,data_scientist,"['AI', 'CI', 'Machine Learning']",3,University of California San Francisco,4
1037,Data Scientist (2400 NASA Parkway),120000-139999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'R', 'SAS', 'SQL', 'STATA', 'SPSS', 'Python', 'Data Science']",10,KBRWyle,4
1038,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'R', 'SAS', 'Python']",4,KMM Technologies,2
1039,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Experimental Design', 'Hadoop', 'R', 'Image Processing', 'Natural Language Processing', 'Analysis Skills', 'Python']",10,Transamerica,4
1040,Data Scientist,120000-139999,data_scientist,"['Spark', 'Git', 'SSH', 'R', 'Python', 'SQL', 'SVN']",7,Snowflake Computing,4
1041,Data Scientist - Experiences & Rentals,120000-139999,data_scientist,"['Natural Language Processing', 'Hive', 'Spark', 'Machine Learning', 'Image Processing', 'Python', 'SQL']",7,TripAdvisor,4
1042,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Big Data', 'Spark', 'Data Warehouse', 'Python', 'Supply Chain Experience', 'AWS']",10,Pitney Bowes,4
1043,Data Scientist,120000-139999,data_scientist,"['Pig', 'AI', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'SAS', 'SQL', 'HBase', 'Cassandra', 'Spark', 'NoSQL', 'Data Analysis', 'Python']",15,"HumanTouch, LLC",5
1044,Data Scientist,120000-139999,data_scientist,"['TensorFlow', 'Hadoop', 'Scala', 'SQL', 'Spark', 'Python']",6,Vevo,0
1045,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Image Processing', 'Python', 'SQL']",6,b.well,0
1046,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'C/C++', 'Splunk', 'MATLAB', 'Quantitative Analysis', 'TS/SCI Clearance', 'Scripting', 'Microsoft Office', 'Tableau', 'Microsoft Access', 'Java', 'Docker', 'Python']",14,Booz Allen Hamilton,4
1047,Research Data Scientist,120000-139999,data_scientist,"['Linux', 'Machine Learning', 'Software Development', 'MATLAB', 'R', 'Python', 'GIS']",7,ExxonMobil,4
1048,Data Scientist,120000-139999,data_scientist,"['Design Patterns', 'AI', 'Machine Learning', 'R', 'SQL', 'Confluence', 'Design Experience', 'Git', 'Python', 'Jira']",10,Mid-Atlantic Permanente Medical Group,3
1049,Data Scientist - MediaMonitors,120000-139999,data_scientist,"['JavaScript', 'TensorFlow', 'Microsoft SQL Server', 'Machine Learning', 'R', 'Google Cloud Platform', 'Tableau', '.Net', 'C#', 'Python', 'Elasticsearch', 'AWS']",12,"iHeartMedia, Inc.",4
1050,Data Scientist,120000-139999,data_scientist,"['Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAS', 'SQL', 'STATA', 'SPSS', 'Python']",9,Legends,4
1051,DATA SCIENTIST,120000-139999,data_scientist,"['Linux', 'AI', 'Machine Learning', 'Hadoop', 'R', 'Azure', 'SQL', 'Spark', 'Git', 'NoSQL', 'REST', 'Shell Scripting', 'Python', 'Data Science', 'AWS']",15,Foot Locker,4
1052,Data Scientist,120000-139999,data_scientist,"['Performance Marketing', 'Data Mining', 'Machine Learning', 'R', 'SQL', 'Spark', 'Python']",7,MachineZone,3
1053,"Data Scientist, Infrastructure Strategy, Intern",120000-139999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Perl', 'C/C++', 'SQL', 'Java', 'Python', 'PHP']",9,Facebook,4
1054,"Data Scientist, Markets Research",120000-139999,data_scientist,"['Java', 'Big Data', 'Spark', 'Hadoop', 'R', 'Scala', 'Python', 'SQL']",8,Spotify,4
1055,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Big Data', 'Spark', 'Data Warehouse', 'Python', 'Supply Chain Experience', 'AWS']",10,Pitney Bowes,4
1056,Data Scientist,120000-139999,data_scientist,"['Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Big Data', 'Spark', 'Data Warehouse', 'Python', 'Supply Chain Experience', 'AWS']",10,Pitney Bowes,4
1057,Data Scientist,120000-139999,data_scientist,"['Machine Learning', 'R', 'Python']",3,Numerdox,0
1058,Data Scientist - Statistician,120000-139999,data_scientist,"['Machine Learning', 'Experimental Design']",2,American Family Insurance,4
1059,Data Scientist Others,120000-139999,data_scientist,"['Data Management', 'SPSS', 'R', 'SAS', 'Python']",5,citius tech,4
1060,"HBO Data Scientist, Content Science",120000-139999,data_scientist,"['Machine Learning', 'R', 'Image Processing', 'Python']",4,Time Warner,4
1061,Data Scientist,120000-139999,data_scientist,"['Statistical Software', 'Hive', 'Quantitative Analysis', 'Data Mining', 'Hadoop', 'Scripting', 'Perl', 'R', 'Oracle', 'SAS', 'SQL', 'MySQL', 'Python', 'PHP']",14,HyperspaceVentures,0
