Unnamed: 0,Location,Company_Revenue,python,sql,machine learning,r,hadoop,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars,No_of_Reviews,Company_Industry,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries,Company_Employees,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA
555,OR,More than $10B (USD),1,1,1,1,0,Marketing Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Marketing', 'R', 'SAS', 'Python', 'SQL']",7,Intel,4,3826.0,Computers and Electronics,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,1,0,0,1,0,0,0,0,0
556,TX,Missing,1,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'Azure', 'Scala', 'R', 'SQL', 'Big Data', 'Java', 'Natural Language Processing', 'Confluence', 'Spark', 'Python', 'Jira']",14,Cerebri AI,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,1,0
557,IL,Missing,1,0,1,1,1,Data Scientist,100000-119999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Hadoop', 'R', 'Java', 'Big Data', 'Spark', 'Data Science', 'OOP', 'Python']",11,Oath Inc,4,33.0,Telecommunications,1,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,1,1,1,0,0,0,0,0
558,IL,Less than $1B (USD),1,1,0,1,0,Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'R', 'Marketing', 'SQL', 'MySQL', 'PostgreSQL', 'Python']",7,Numerator,4,108.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,0,0,0,0,0
559,LA,Less than $1B (USD),1,0,1,1,0,"Data Scientist, Sr",100000-119999,data_scientist,"['Java', 'Machine Learning', 'SPSS', 'R', 'MATLAB', 'SAS', 'Python']",7,Entergy Corporation,4,399.0,Energy and Utilities,0,0,0,0,0,1,0,0,0,0,0,1,"Less than 10,000",0,1,0,1,1,0,0,0,0,0
560,LA,Less than $1B (USD),1,0,1,1,0,"Data Scientist, Sr",100000-119999,data_scientist,"['Java', 'Machine Learning', 'SPSS', 'R', 'MATLAB', 'SAS', 'Python']",7,Entergy Corporation,4,399.0,Energy and Utilities,0,0,0,0,0,1,0,0,0,0,0,1,"Less than 10,000",0,1,0,1,1,0,0,0,0,0
561,NY,More than $10B (USD),1,1,1,1,1,Data Scientist,100000-119999,data_scientist,"['Pig', 'Linux', 'AI', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scala', 'R', 'SQL', 'Java', 'Spark', 'Data Analysis', 'Python', 'AWS']",15,Lockheed Martin Corporation,4,6415.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,0,1,1,1,0,1,0,0,0
562,MA,$5B to $10B (USD),0,0,1,0,0,Sr Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning']",2,The Hanover Insurance Group,4,255.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0,"Less than 10,000",0,0,0,0,1,0,0,0,0,1
563,CA,Missing,1,1,0,0,0,"Data Scientist, Product analytics",100000-119999,data_scientist,"['Hive', 'Python', 'SQL', 'Tableau']",4,StubHub,4,129.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,0,0,1,1,0,0,0,0
564,MI,Missing,1,1,1,1,1,Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'SAS', 'C/C++', 'SQL', 'Java', 'Big Data', 'Python']",9,Quicken Loans,4,1031.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"10,000+",0,1,0,1,1,0,0,0,0,0
565,DC,More than $10B (USD),0,0,1,0,0,Data Scientist,100000-119999,data_scientist,"['AI', 'Machine Learning', 'Data Management']",3,GE Careers,4,4683.0,Industrial Manufacturing,0,0,0,1,0,0,0,0,0,0,0,1,"10,000+",0,0,0,0,1,0,0,0,0,0
566,NY,More than $10B (USD),0,0,0,0,1,Principal Data Scientist,100000-119999,data_scientist,['Hadoop'],1,Aetna,4,3656.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0,"10,000+",0,0,0,0,0,0,1,0,0,0
567,MO,$5B to $10B (USD),1,1,1,1,0,Data Scientist II,100000-119999,data_scientist,"['Quantitative Analysis', 'Data Mining', 'Machine Learning', 'R', 'Kafka', 'Oracle', 'SQL', 'Teradata', 'Big Data', 'MySQL', 'MongoDB', 'Spark', 'NoSQL', 'Data Science', 'Python']",15,Centene,3,1134.0,InsuranceHealth Care,0,0,0,0,0,1,0,0,0,0,0,1,"Less than 10,000",0,0,1,0,1,0,0,0,0,0
568,NY,Missing,1,0,1,1,1,Data Scientist,100000-119999,data_scientist,"['Java', 'Machine Learning', 'Hadoop', 'R', 'Statisical Analysis', 'SAS', 'Python']",7,Underwriters Laboratories,4,262.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,1,0,1,1,0,1,0,0,0
569,OR,Missing,1,1,1,0,0,Data Scientist,100000-119999,data_scientist,"['Hive', 'Data Mining', 'Spark', 'Machine Learning', 'Scala', 'Python', 'SQL']",7,Prokarma Inc.,4,94.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
570,TN,$5B to $10B (USD),1,1,0,1,0,"Data Scientist, Marketing",100000-119999,data_scientist,"['Marketing', 'R', 'SAS', 'Digital Marketing', 'SQL', 'SPSS', 'Python']",7,Tractor Supply Company,4,2380.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,1,0,0,1,0,0,0,0,0
571,NY,Missing,1,1,0,1,0,Data Scientist - Catastrophe Analytics,100000-119999,data_scientist,"['Visual Basic', 'R', 'Excel', 'SQL', '.Net', 'C#', 'GIS', 'Python']",8,Marsh & McLennan Companies,3,28.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,1,0,0,0
572,FL,$5B to $10B (USD),0,0,0,0,0,Data Scientist,100000-119999,data_scientist,"['Splunk', 'Big Data', 'TS/SCI Clearance', 'Docker', 'Tableau']",5,Booz Allen Hamilton,4,1733.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0,"10,000+",1,0,0,0,1,0,0,0,0,0
573,CO,Missing,1,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'SDLC', 'R', 'SAS', 'SQL', 'Spark', 'NoSQL', 'Python']",9,Radian Group Inc.,4,67.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"Less than 10,000",0,1,1,0,1,0,0,0,0,0
574,NH,Missing,0,1,0,1,0,Data Scientist,100000-119999,data_scientist,"['R', 'SAS', 'SQL', 'Microsoft Office', 'Tableau', 'STATA', 'Analysis Skills', 'SPSS', 'MATLAB', 'Data Science']",10,SumTotal Systems,3,56.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,1,1,0,0,1,0,0,0,0,0
575,NY,Missing,1,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'R', 'SQL', 'Big Data', 'Software Development', 'Python']",6,Ascensia Diabetes Care,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,1,0,0,0
576,AR,More than $10B (USD),0,0,1,1,1,Staff Data Scientist-Tech,100000-119999,data_scientist,"['Pig', 'Hive', 'Machine Learning', 'Hadoop', 'Weka', 'R', 'HBase', 'MySQL', 'MATLAB']",9,Walmart,4,157456.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,0,0,0,1,0,0,0,0,0
577,CA,Missing,1,1,0,1,0,Auction and Delivery Data Scientist,100000-119999,data_scientist,"['Experimental Design', 'Scripting', 'R', 'SAS', 'SQL', 'STATA', 'Facebook Advertising', 'SPSS', 'MATLAB', 'Python']",10,Facebook,4,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"10,000+",0,1,0,0,1,1,0,0,0,0
578,FL,Missing,1,1,1,1,0,DATA SCIENTIST,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'Scala', 'R', 'SQL', 'Tableau', 'Big Data', 'Cassandra', 'MongoDB', 'Spark', 'NoSQL', 'Python', 'AWS']",13,Ultimate Software,4,194.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0,"Less than 10,000",1,0,1,0,1,0,0,0,0,0
579,WA,More than $10B (USD),1,1,1,1,1,Data Scientist II,100000-119999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'Hadoop', 'Azure', 'R', 'Scala', 'SQL', '.Net', 'Natural Language Processing', 'Spark', 'C#', 'Data Analysis', 'Data Science', 'Python']",15,Microsoft,4,5178.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0,"10,000+",0,0,1,0,1,0,0,0,0,0
580,MA,$1B to $5B (USD),0,0,0,0,0,Data Scientist,100000-119999,data_scientist,"['Analysis Skills', 'Financial Modeling']",2,Vantiv,3,183.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"Less than 10,000",0,0,0,0,1,0,0,0,0,1
581,PA,Less than $1B (USD),0,0,1,0,0,Data Scientist,100000-119999,data_scientist,"['Business Intelligence', 'Data Mining', 'Machine Learning', 'Business Analysis']",4,"Ideal Concepts, Inc.",4,55.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0,"Less than 10,000",0,0,0,0,1,0,0,0,0,0
582,PA,Missing,0,0,1,0,0,Data Scientist,100000-119999,data_scientist,"['Natural Language Processing', 'Statistical Software', 'Machine Learning', 'Business Analysis']",4,Highmark Health,3,610.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,missing,0,0,0,0,1,0,0,0,0,0
583,MA,Missing,1,1,1,1,1,Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'PostGIS', 'Network', 'Hadoop', 'R', 'C/C++', 'SQL', 'ArcGIS', 'Spark', 'PostgreSQL', 'Python', 'GIS']",12,McKinsey & Company,4,411.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,1
584,FL,More than $10B (USD),1,0,1,1,0,AI/ML Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'Data Management', 'R', 'C/C++', 'JSON', 'STATA', 'AI', 'Data Mining', 'SAS', 'Image Processing', 'Tableau', 'Java', 'Data Science', 'Python', 'AWS']",16,World Fuel,3,99.0,Energy and Utilities,0,0,0,0,0,1,0,0,0,0,0,1,"Less than 10,000",1,1,0,1,1,0,0,0,0,0
585,NJ,Missing,1,0,1,1,0,Data Scientist,100000-119999,data_scientist,"['Statistical Software', 'AI', 'Data Mining', 'Machine Learning', 'R', 'Statisical Analysis', 'SAS', 'Tableau', 'STATA', 'Alteryx', 'SPSS', 'Python']",12,Selective Insurance Group,3,109.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0,missing,1,1,0,0,1,0,0,0,0,0
586,MO,More than $10B (USD),0,0,1,1,0,Data Scientist/Sr. Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'R']",2,Monsanto,4,1601.0,Agriculture and Extraction,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,0,0,0,0,0,0,0,0,0
587,NY,Missing,1,1,1,0,0,Data Scientist,100000-119999,data_scientist,"['Natural Language Processing', 'Machine Learning', 'Python', 'SQL']",4,Vettery,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,1,0,0,0
588,TN,Missing,1,0,1,1,1,Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'Statisical Analysis', 'Sentiment Analytics', 'HBase', 'Tableau', 'Big Data', 'Spark', 'Python']",12,Ascension Healthcare,3,457.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,missing,1,0,1,0,1,0,0,0,0,0
589,TX,More than $10B (USD),0,0,1,1,1,Sr Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'Hadoop', 'R', 'Marketing', 'SAS', 'Statisical Analysis', 'Tableau', 'Big Data', 'Java', 'SPSS', 'Management Consulting']",11,SYSCO,4,2628.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",1,1,0,1,1,0,0,0,1,0
590,FL,$1B to $5B (USD),1,1,1,0,1,Game Security Data Scientist,100000-119999,data_scientist,"['AI', 'Machine Learning', 'Hadoop', 'Scala', 'SAS', 'C/C++', 'SQL', 'Tableau', 'Java', 'Big Data', 'Splunk', 'Spark', 'Software Development', 'NoSQL', 'Python']",15,Electronic Arts,4,417.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0,"Less than 10,000",1,1,1,1,1,0,0,0,0,0
591,NJ,Missing,1,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'Technical Writing', 'Network', 'R', 'SAS', 'SQL', 'Microsoft Office', 'Natural Language Processing', 'Python', 'Data Science']",10,Dun & Bradstreet,4,166.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,1,0,0,1,0,0,0,0,0
592,OH,$5B to $10B (USD),1,1,1,1,1,Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'JavaScript', 'Machine Learning', 'Hadoop', 'R', 'SQL', 'HTML5', 'Tableau', 'Spark', 'Git', 'CSS', 'Data Science', 'Python']",13,The J. M. Smucker Company,4,269.0,Food and Beverages,0,0,0,0,0,1,0,0,0,0,0,1,"Less than 10,000",1,0,1,0,1,0,0,0,0,0
593,WA,More than $10B (USD),1,0,1,0,0,Data Scientist II,100000-119999,data_scientist,"['AI', 'Machine Learning', 'C/C++', '.Net', 'Java', 'Natural Language Processing', 'C#', 'Python']",8,Microsoft,4,5178.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0,"10,000+",0,0,0,1,1,0,0,0,0,0
594,DC,Missing,1,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['AI', 'Data Mining', 'Machine Learning', 'Azure', 'Scala', 'R', 'SQL', 'Big Data', 'Java', 'Natural Language Processing', 'Confluence', 'Spark', 'Python', 'Jira']",14,Cerebri AI,0,0.0,Not Listed,0,0,0,1,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
595,CA,Missing,1,1,1,1,0,"Data Scientist, Data Center, Growth & Efficiency Analytics -...",100000-119999,data_scientist,"['Hive', 'Machine Learning', 'Scripting', 'R', 'Perl', 'C/C++', 'SQL', 'Tableau', 'Java', 'Python', 'PHP']",11,Facebook,4,387.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"10,000+",1,0,0,1,1,1,0,0,0,0
596,OH,More than $10B (USD),1,1,0,1,1,Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Linux', 'AI', 'Hadoop', 'R', 'Scala', 'C/C++', 'SQL', 'Tableau', 'Java', 'Spark', 'Python']",12,Procter & Gamble,4,4808.0,Consumer Goods and Services,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",1,0,1,1,1,0,0,0,0,0
597,NJ,Missing,1,1,0,1,1,Data Scientist,100000-119999,data_scientist,"['Salesforce CRM', 'Hive', 'Hadoop', 'R', 'SQL', 'Data Warehouse', 'Informatica', 'Python']",8,Brillio,3,27.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
598,WA,Missing,1,1,0,1,0,Data Scientist (Strategic Advisor 2),100000-119999,data_scientist,"['Statistical Software', 'Microsoft SQL Server', 'Microsoft Powerpoint', 'Visual Basic', 'R', 'SAS', 'C/C++', 'Minitab', 'Excel', 'SQL', 'Java', 'STATA', 'MATLAB', 'Python']",14,City of Seattle,0,0.0,Not Listed,0,1,0,0,0,0,0,0,0,0,0,0,missing,0,1,0,1,1,0,0,0,0,0
599,MD,$5B to $10B (USD),1,0,1,0,1,Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'C/C++', 'Tableau', 'Splunk', 'Java', 'Design Experience', 'Docker', 'Python']",10,Booz Allen Hamilton,4,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0,"10,000+",1,0,0,1,1,0,0,0,0,0
600,AR,More than $10B (USD),0,0,0,1,1,Staff Data Scientist-Tech,100000-119999,data_scientist,"['MySQL', 'Hadoop', 'Weka', 'R', 'MATLAB', 'HBase']",6,Walmart,4,157456.0,Retail,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,0,0,0,1,0,0,0,0,0
601,NY,Missing,1,0,0,1,0,Data Clinic Data Scientist,100000-119999,data_scientist,"['R', 'Statisical Analysis', 'Python']",3,"Two Sigma Investments, LLC.",4,8.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,missing,0,0,0,0,1,0,1,0,0,0
602,PA,Missing,0,0,1,0,0,Data Scientist - (Predictive Analytics),100000-119999,data_scientist,"['Natural Language Processing', 'Statistical Software', 'Machine Learning', 'Business Analysis']",4,Highmark Health,3,610.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,missing,0,0,0,0,1,0,0,0,0,0
603,WI,Missing,1,1,1,1,0,Associate Data Scientist,100000-119999,data_scientist,"['AI', 'Machine Learning', 'R', 'SAS', 'SQL', 'Big Data', 'Natural Language Processing', 'Spark', 'SPSS', 'Python']",10,Exact Sciences Corporation,3,46.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1,missing,0,1,1,0,1,0,0,0,0,0
604,CA,Missing,1,1,1,0,1,"Data Scientist, Advanced Discovery",100000-119999,data_scientist,"['TensorFlow', 'Data Mining', 'Machine Learning', 'Hadoop', 'Scala', 'SQL', 'Natural Language Processing', 'Spark', 'Python', 'Elasticsearch']",10,Nielsen,4,2066.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,1,0,1,1,0,0,0,0
605,NC,Missing,1,1,1,1,0,Data Scientist - Marketing,100000-119999,data_scientist,"['Big Data', 'Customer Segmentation', 'Machine Learning', 'R', 'SAS', 'Python', 'SQL']",7,Driven Brands,3,34.0,Auto,0,0,0,0,1,0,0,0,0,0,0,1,missing,0,1,0,0,1,0,0,0,0,0
606,NC,Missing,1,1,1,1,0,Associate Data Scientist,100000-119999,data_scientist,"['Machine Learning', 'R', 'SAS', 'Data Science', 'Python', 'SQL']",6,Falls Lake Insurance Companies,0,0.0,Not Listed,0,0,0,0,1,0,0,0,0,0,0,0,missing,0,1,0,0,1,0,0,0,0,0
607,PA,Missing,0,0,1,0,0,Associate Data Scientist - (Predictive Analytics),100000-119999,data_scientist,"['Natural Language Processing', 'Statistical Software', 'Machine Learning']",3,Highmark Health,3,610.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,missing,0,0,0,0,1,0,0,0,0,0
608,CA,Missing,1,1,0,1,0,Staff Data Scientist,100000-119999,data_scientist,"['PMP', 'Data Mining', 'R', 'Distributed Control Systems', 'Statisical Analysis', 'SQL', 'Spark', 'Python']",8,Walmart eCommerce,4,252.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,0,1,1,0,0,0,0
609,WA,Less than $1B (USD),1,1,0,1,0,Data Scientist (Agent Analytics),100000-119999,data_scientist,"['Hive', 'Microsoft SQL Server', 'Data Analysis', 'R', 'Python', 'SQL', 'Tableau']",7,Zillow Group,4,80.0,Real Estate,0,1,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",1,0,0,0,1,0,0,0,0,0
610,PA,Missing,0,1,1,0,0,Associate Data Scientist,100000-119999,data_scientist,"['Natural Language Processing', 'Statistical Software', 'Machine Learning', 'SAS', 'SQL']",5,Highmark Health,3,610.0,Health Care,0,0,0,0,0,1,0,0,0,1,0,0,missing,0,1,0,0,1,0,0,0,0,0
611,CA,$5B to $10B (USD),0,0,1,1,0,Data Scientist III,100000-119999,data_scientist,"['Quantitative Analysis', 'Data Mining', 'Microsoft SQL Server', 'Machine Learning', 'R', 'SAP', 'SAS', 'Oracle', 'Teradata', 'MySQL', 'Data Science', 'DB2']",12,Centene,3,1134.0,InsuranceHealth Care,0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,1,0,0,1,1,0,0,0,0
612,FL,More than $10B (USD),0,1,1,0,0,Senior Data Scientist,100000-119999,data_scientist,"['Microsoft SQL Server', 'Machine Learning', 'SAS', 'SQL']",4,Aetna,4,3656.0,Insurance,0,0,0,0,0,1,0,0,0,0,1,0,"10,000+",0,1,0,0,1,0,0,0,0,0
613,IN,$1B to $5B (USD),0,1,0,1,0,Data Scientist - Optimization,100000-119999,data_scientist,"['Natural Language Processing', 'AI', 'R', 'SAS', 'SQL']",5,Eli Lilly,4,1301.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,1,0,0,1,0,0,0,0,0
614,MD,$5B to $10B (USD),1,0,1,0,1,Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Hadoop', 'C/C++', 'Tableau', 'Splunk', 'Java', 'MongoDB', 'Design Experience', 'Docker', 'Python']",11,Booz Allen Hamilton,4,1733.0,Consulting and Business Services,0,0,1,0,0,0,1,0,0,0,0,0,"10,000+",1,0,0,1,1,0,0,0,0,0
615,TN,Missing,1,0,1,1,0,Sr. Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Design Experience', 'Python']",5,Pop Healthcare LLC,0,0.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
616,NH,Less than $1B (USD),0,1,0,1,0,Data Scientist,100000-119999,data_scientist,"['R', 'SAS', 'SQL', 'Microsoft Office', 'Tableau', 'STATA', 'Analysis Skills', 'SPSS', 'MATLAB', 'Data Science']",10,Skillsoft,3,58.0,Education and Schools,0,0,0,0,0,1,0,0,0,0,0,1,"Less than 10,000",1,1,0,0,1,0,0,0,0,0
617,NV,Missing,1,0,0,1,0,"Senior Data Scientist, Gigafactory 1",100000-119999,data_scientist,"['R', 'MATLAB', 'SAS', 'Python']",4,Tesla,4,1445.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,1,0,0,1,0,0,0,0,0
618,TX,$5B to $10B (USD),1,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['JavaScript', 'TensorFlow', 'Machine Learning', 'R', 'Google Cloud Platform', 'SQL', 'Tableau', 'Java', 'Python', 'AWS']",10,"iHeartMedia, Inc.",4,1087.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",1,0,0,1,1,0,0,0,1,0
619,NY,Missing,0,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['Microsoft SQL Server', 'Machine Learning', 'R', 'Digital Marketing', 'Marketing Mix Modeling', 'SQL', 'SPSS', 'Multichannel Marketing', 'AI', 'Marketing', 'SAS', 'Predictive Analytics', 'Data Warehouse']",13,3Q Digital,4,10.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,1,0,0,1,0,1,0,0,0
620,CA,$1B to $5B (USD),1,1,1,1,0,Data Scientist - Science Center,100000-119999,data_scientist,"['JavaScript', 'Linux', 'Machine Learning', 'Git', 'R', 'Python', 'C/C++', 'SQL']",8,Ipsos North America,4,358.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
621,MO,Less than $1B (USD),0,0,0,0,0,SAS Data Scientist,100000-119999,data_scientist,"['Statistical Software', 'Business Intelligence', 'Data Mining', 'Analysis Skills', 'Data Analysis', 'SAS', 'Business Analysis']",7,Commerce Bank,4,360.0,Banks and Financial Services,0,0,0,0,0,1,0,0,1,0,0,0,"Less than 10,000",0,1,0,0,1,0,0,0,0,0
622,WI,Missing,1,1,1,1,0,Associate Data Scientist,100000-119999,data_scientist,"['AI', 'Machine Learning', 'R', 'SAS', 'SQL', 'Big Data', 'Natural Language Processing', 'Spark', 'SPSS', 'Python']",10,Exact Sciences,3,46.0,Pharmaceuticals,0,0,0,0,0,1,0,0,0,0,0,1,missing,0,1,1,0,1,0,0,0,0,0
623,DC,Missing,1,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Tableau', 'Big Data', 'Python']",9,Vanda Pharmaceuticals Inc.,0,0.0,Not Listed,0,0,0,1,0,0,0,0,0,0,0,0,missing,1,1,0,0,1,0,0,0,0,0
624,OH,Missing,1,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'Statisical Analysis', 'SQL', 'Tableau', 'Python']",7,American Chemical Society,4,71.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,1,0,0,0,1,0,0,0,0,0
625,OH,Missing,1,1,1,1,0,Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'R', 'Statisical Analysis', 'SQL', 'Tableau', 'Python']",7,American Chemical Society,4,71.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,1,0,0,0,1,0,0,0,0,0
626,NJ,$5B to $10B (USD),0,0,1,0,0,Data Scientist,100000-119999,data_scientist,"['.Net', 'Natural Language Processing', 'AI', 'Data Mining', 'C#', 'Machine Learning']",6,SHI International Corp.,4,187.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0,"Less than 10,000",0,0,0,0,1,0,0,0,0,0
627,CA,More than $10B (USD),1,1,1,1,0,Sr. Data Scientist,100000-119999,data_scientist,"['TensorFlow', 'Machine Learning', 'Scripting', 'R', 'SQL', 'Spark', 'Data Science', 'Python', 'AWS']",9,Medtronic,4,2788.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0,"10,000+",0,0,1,0,1,1,0,0,0,0
628,NJ,More than $10B (USD),1,0,1,1,0,Artificial Intelligence Expert (Data Scientist),100000-119999,data_scientist,"['AI', 'Machine Learning', 'R', 'Python']",4,BASF,4,2078.0,Industrial Manufacturing,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,0,0,0,1,0,0,0,0,0
629,IL,Missing,1,1,0,1,0,Data Scientist,100000-119999,data_scientist,"['Microsoft Powerpoint', 'Marketing', 'R', 'SAS', 'C/C++', 'SQL', '.Net', 'Microsoft Word', 'C#', 'Python']",10,Precima,0,0.0,Not Listed,1,0,0,0,0,0,0,0,0,0,0,0,missing,0,1,0,0,1,0,0,0,0,0
630,CT,More than $10B (USD),1,1,0,0,0,MILITARY ENGINES DATA SCIENTIST,100000-119999,data_scientist,"['Data Mining', 'Python', 'Microsoft Office', 'SQL']",4,UTC,4,647.0,Aerospace and Defense,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",0,0,0,0,1,0,0,0,0,0
631,MD,Missing,1,0,1,1,0,Data Scientist,100000-119999,data_scientist,"['Data Mining', 'Machine Learning', 'Technical Writing', 'R', 'Statisical Analysis', 'Java', 'Natural Language Processing', 'Software Development', 'MATLAB', 'Python']",10,Johns Hopkins,4,86.0,Not Listed,0,0,1,0,0,0,0,0,0,0,0,0,"Less than 10,000",0,0,0,1,1,0,0,0,0,0
632,MI,More than $10B (USD),1,1,0,1,1,Data Scientist - Vehicle Valuations,100000-119999,data_scientist,"['Data Mining', 'Hadoop', 'R', 'Statisical Analysis', 'SAS', 'SQL', 'Teradata', 'Tableau', 'QlikView', 'Python']",10,Ford Motor Company,4,4811.0,Auto,0,0,0,0,0,1,0,0,0,0,0,1,"10,000+",1,1,0,0,1,0,0,0,0,0
